element_ID	chr	start	end	p_value
mirna.prom::chr21:42539138-42539326_1::NA::NA	chr21	42539138	42539326	1
mirna.prom::chr21:44394950-44395011_1::NA::NA	chr21	44394950	44395011	1
mirna.prom::chr21:45077792-45077825_1::NA::NA	chr21	45077792	45077825	1
mirna.prom::chr21:46889741-46898179_2::NA::NA	chr21	46889741	46898179	0.943124055797224
mirna.prom::chr22:18484146-18484432_2::NA::NA	chr22	18484146	18484432	0.262844773730184
mirna.prom::chr22:19929533-19929551_1::NA::NA	chr22	19929533	19929551	1
mirna.prom::chr22:20002995-20003395_1::NA::NA	chr22	20002995	20003395	0.751515099448031
mirna.prom::chr22:20255554-20286812_2::NA::NA	chr22	20255554	20286812	0.818005206360179
mirna.prom::chr22:21398644-21424069_2::NA::NA	chr22	21398644	21424069	0.203633877069098
mirna.prom::chr22:22006302-22006678_2::NA::NA	chr22	22006302	22006678	0.886868182046523
mirna.prom::chr22:23122828-23123228_1::NA::NA	chr22	23122828	23123228	0.146424179333665
mirna.prom::chr22:25844003-25844286_2::NA::NA	chr22	25844003	25844286	1
mirna.prom::chr22:26985851-26985889_1::NA::NA	chr22	26985851	26985889	1
mirna.prom::chr22:28839061-28839366_1::NA::NA	chr22	28839061	28839366	0.363757942310852
mirna.prom::chr22:30402662-30403697_2::NA::NA	chr22	30402662	30403697	0.507951122981166
mirna.prom::chr22:31103373-31103773_1::NA::NA	chr22	31103373	31103773	0.0485758124035933
mirna.prom::chr22:31588190-31588590_1::NA::NA	chr22	31588190	31588590	0.606428569597752
mirna.prom::chr22:31588190-31589286_2::NA::NA	chr22	31588190	31589286	0.845627689263254
mirna.prom::chr22:35767727-35768127_1::NA::NA	chr22	35767727	35768127	0.457750755955408
mirna.prom::chr22:36680592-36722606_20::NA::NA	chr22	36680592	36722606	0.814770514081807
mirna.prom::chr22:38314740-38315607_2::NA::NA	chr22	38314740	38315607	0.639426748248166
mirna.prom::chr22:38381983-38381999_1::NA::NA	chr22	38381983	38381999	1
mirna.prom::chr22:41698599-41698826_1::NA::NA	chr22	41698599	41698826	0.380985917047844
mirna.prom::chr22:42271734-42271836_1::NA::NA	chr22	42271734	42271836	1
mirna.prom::chr22:42271734-42272525_2::NA::NA	chr22	42271734	42272525	1
mirna.prom::chr22:42322355-42322622_1::NA::NA	chr22	42322355	42322622	0.0238439055991877
mirna.prom::chr22:45613192-45636963_3::NA::NA	chr22	45613192	45636963	0.235927708393302
mirna.prom::chr22:46465771-46503543_3::NA::NA	chr22	46465771	46503543	0.807185532541932
mirna.prom::chr22:49127847-49141900_2::NA::NA	chr22	49127847	49141900	0.117590512635271
mirna.prom::chr22:49969505-49969523_1::NA::NA	chr22	49969505	49969523	1
mirna.prom::chr3:10371363-10371763_1::NA::NA	chr3	10371363	10371763	0.109369872875722
mirna.prom::chr3:10458979-10459379_1::NA::NA	chr3	10458979	10459379	0.564980559050459
mirna.prom::chr3:114469212-114469330_1::NA::NA	chr3	114469212	114469330	0.286558666590796
mirna.prom::chr3:120734619-120735019_1::NA::NA	chr3	120734619	120735019	0.00528219599582914
mirna.prom::chr3:123849189-123849589_1::NA::NA	chr3	123849189	123849589	0.331902004478012
mirna.prom::chr3:124449498-124449516_1::NA::NA	chr3	124449498	124449516	1
mirna.prom::chr3:127292727-127294944_4::NA::NA	chr3	127292727	127294944	0.0764636359299086
mirna.prom::chr3:128968648-128968673_1::NA::NA	chr3	128968648	128968673	0.0552845648724394
mirna.prom::chr3:134154573-134154973_1::NA::NA	chr3	134154573	134154973	0.0587188173562331
mirna.prom::chr3:15563002-15563020_1::NA::NA	chr3	15563002	15563020	1
mirna.prom::chr3:15782978-15784424_2::NA::NA	chr3	15782978	15784424	0.992312680775157
mirna.prom::chr3:15901478-15901674_1::NA::NA	chr3	15901478	15901674	0.936681306386417
mirna.prom::chr3:168245999-168246399_1::NA::NA	chr3	168245999	168246399	0.528970372375071
mirna.prom::chr3:170848626-170849026_1::NA::NA	chr3	170848626	170849026	0.459477407007638
mirna.prom::chr3:183947177-183947577_1::NA::NA	chr3	183947177	183947577	0.699394622383836
mirna.prom::chr3:184973223-184973623_1::NA::NA	chr3	184973223	184973623	0.0706315967710119
mirna.prom::chr3:188386601-188387001_1::NA::NA	chr3	188386601	188387001	0.826544758775616
mirna.prom::chr3:189507247-189515487_2::NA::NA	chr3	189507247	189515487	0.67658094596838
mirna.prom::chr3:189507247-189515938_3::NA::NA	chr3	189507247	189515938	0.489727553123554
mirna.prom::chr3:194876578-194876978_1::NA::NA	chr3	194876578	194876978	0.0301508192985957
mirna.prom::chr3:195613245-195613645_1::NA::NA	chr3	195613245	195613645	0.71366236507863
mirna.prom::chr3:197402087-197422730_5::NA::NA	chr3	197402087	197422730	0.97220807237307
mirna.prom::chr3:20176329-20176729_1::NA::NA	chr3	20176329	20176729	0.766699719322853
mirna.prom::chr3:25706598-25706632_1::NA::NA	chr3	25706598	25706632	1
mirna.prom::chr3:31224142-31224192_1::NA::NA	chr3	31224142	31224192	0.0395245451080261
mirna.prom::chr3:32568420-32568445_1::NA::NA	chr3	32568420	32568445	1
mirna.prom::chr3:35747941-35748341_1::NA::NA	chr3	35747941	35748341	0.275731362936672
mirna.prom::chr3:35747941-35751428_2::NA::NA	chr3	35747941	35751428	0.592292089670062
mirna.prom::chr3:37989987-37990387_1::NA::NA	chr3	37989987	37990387	0.55662476929426
mirna.prom::chr3:39170807-39170918_1::NA::NA	chr3	39170807	39170918	0.224312231036689
mirna.prom::chr3:44106647-44107047_1::NA::NA	chr3	44106647	44107047	0.470829636356231
mirna.prom::chr3:47889882-47891792_3::NA::NA	chr3	47889882	47891792	0.577046120655939
mirna.prom::chr3:48221666-48230417_8::NA::NA	chr3	48221666	48230417	0.856928314527713
mirna.prom::chr3:48594049-48594056_1::NA::NA	chr3	48594049	48594056	1
mirna.prom::chr3:48625659-48626059_2::NA::NA	chr3	48625659	48626059	0.0227669659628703
mirna.prom::chr3:48685463-48716803_3::NA::NA	chr3	48685463	48716803	0.309687066093737
mirna.prom::chr3:49058242-49058243_1::NA::NA	chr3	49058242	49058243	1
mirna.prom::chr3:49301316-49301716_1::NA::NA	chr3	49301316	49301716	0.180315280822732
mirna.prom::chr3:49851136-49851158_1::NA::NA	chr3	49851136	49851158	1
mirna.prom::chr3:50264631-50264711_1::NA::NA	chr3	50264631	50264711	0.335579499195752
mirna.prom::chr3:50302335-50310404_5::NA::NA	chr3	50302335	50310404	0.791385325106442
mirna.prom::chr3:50712184-50712471_1::NA::NA	chr3	50712184	50712471	1
mirna.prom::chr3:52311733-52312866_2::NA::NA	chr3	52311733	52312866	0.853587400294197
mirna.prom::chr3:52332724-52333124_2::NA::NA	chr3	52332724	52333124	0.475768495073996
mirna.prom::chr3:55893497-55893897_1::NA::NA	chr3	55893497	55893897	0.470198814663947
mirna.prom::chr3:71592908-71632704_3::NA::NA	chr3	71592908	71632704	1
mirna.prom::chr3:75263421-75263781_2::NA::NA	chr3	75263421	75263781	0.446886866870219
mirna.prom::chr3:75639800-75658951_2::NA::NA	chr3	75639800	75658951	1
mirna.prom::chr3:79551315-79551715_1::NA::NA	chr3	79551315	79551715	0.0101113225940802
mirna.prom::chr3:85407776-85428846_2::NA::NA	chr3	85407776	85428846	4.09705676521165e-07
mirna.prom::chr3:87276180-87276220_1::NA::NA	chr3	87276180	87276220	0.0992170905691579
mirna.prom::chr3:96073722-96073955_1::NA::NA	chr3	96073722	96073955	0.00174487993846776
mirna.prom::chr3:99691200-99691600_1::NA::NA	chr3	99691200	99691600	0.965624357670549
mirna.prom::chr4:102205596-102205996_1::NA::NA	chr4	102205596	102205996	0.464045347160172
mirna.prom::chr4:113569775-113570046_2::NA::NA	chr4	113569775	113570046	0.303844072882738
mirna.prom::chr4:113569775-113573759_3::NA::NA	chr4	113569775	113573759	0.678477557795066
mirna.prom::chr4:11370034-11370434_1::NA::NA	chr4	11370034	11370434	0.619486530534409
mirna.prom::chr4:115560847-115561247_1::NA::NA	chr4	115560847	115561247	0.361503435925675
mirna.prom::chr4:117219007-117219407_1::NA::NA	chr4	117219007	117219407	8.96992215175925e-07
mirna.prom::chr4:126402899-126403226_1::NA::NA	chr4	126402899	126403226	0.070189936751154
mirna.prom::chr4:13628945-13628962_1::NA::NA	chr4	13628945	13628962	1
mirna.prom::chr4:147299800-147300200_1::NA::NA	chr4	147299800	147300200	1
mirna.prom::chr4:148275509-148275909_1::NA::NA	chr4	148275509	148275909	0.00526113980893436
mirna.prom::chr4:160024097-160024497_1::NA::NA	chr4	160024097	160024497	0.948397669404025
mirna.prom::chr4:160051935-160052335_1::NA::NA	chr4	160051935	160052335	0.170156193295803
mirna.prom::chr4:183058237-183058637_1::NA::NA	chr4	183058237	183058637	0.00241392046832127
mirna.prom::chr4:1985873-1988548_2::NA::NA	chr4	1985873	1988548	0.96847793122172
mirna.prom::chr4:20482274-20520919_4::NA::NA	chr4	20482274	20520919	0.534258468350933
mirna.prom::chr4:2263625-2278063_2::NA::NA	chr4	2263625	2278063	0.875183314941261
mirna.prom::chr4:24528762-24568956_3::NA::NA	chr4	24528762	24568956	0.560979119867946
mirna.prom::chr4:39405766-39406166_1::NA::NA	chr4	39405766	39406166	0.764534320894106
mirna.prom::chr4:53578433-53578833_2::NA::NA	chr4	53578433	53578833	0.98908131609541
mirna.prom::chr4:7454395-7454795_1::NA::NA	chr4	7454395	7454795	0.639541442208345
mirna.prom::chr4:77485578-77485978_1::NA::NA	chr4	77485578	77485978	0.0336931188852034
mirna.prom::chr4:8033963-8046728_2::NA::NA	chr4	8033963	8046728	0.337953237826413
mirna.prom::chr4:87510689-87511089_1::NA::NA	chr4	87510689	87511089	0.830172559156853
mirna.prom::chr4:99917024-99917044_1::NA::NA	chr4	99917024	99917044	1
mirna.prom::chr5:100185112-100185512_1::NA::NA	chr5	100185112	100185512	0.286268519203638
mirna.prom::chr5:10431658-10467227_2::NA::NA	chr5	10431658	10467227	0.600393264463363
mirna.prom::chr5:118469879-118475006_2::NA::NA	chr5	118469879	118475006	1
mirna.prom::chr5:128430229-128430243_1::NA::NA	chr5	128430229	128430243	1
mirna.prom::chr5:133512085-133512210_1::NA::NA	chr5	133512085	133512210	1
mirna.prom::chr5:137023031-137023431_1::NA::NA	chr5	137023031	137023431	1
mirna.prom::chr5:14872087-14872115_1::NA::NA	chr5	14872087	14872115	1
mirna.prom::chr5:148786327-148786440_1::NA::NA	chr5	148786327	148786440	0.337088635256582
mirna.prom::chr5:149110073-149110082_1::NA::NA	chr5	149110073	149110082	1
mirna.prom::chr5:150911733-150911903_1::NA::NA	chr5	150911733	150911903	0.861186074489622
mirna.prom::chr5:1518245-1518645_1::NA::NA	chr5	1518245	1518645	0.638672812826596
mirna.prom::chr5:153722582-153722982_1::NA::NA	chr5	153722582	153722982	0.602318361830826
mirna.prom::chr5:153990010-153991457_2::NA::NA	chr5	153990010	153991457	0.895497837435488
mirna.prom::chr5:154173329-154173569_2::NA::NA	chr5	154173329	154173569	1
mirna.prom::chr5:15927759-15927978_1::NA::NA	chr5	15927759	15927978	0.702139976748656
mirna.prom::chr5:159866262-159895120_2::NA::NA	chr5	159866262	159895120	0.195115183373737
mirna.prom::chr5:159866262-159901154_3::NA::NA	chr5	159866262	159901154	0.519473411026037
mirna.prom::chr5:159900754-159901154_1::NA::NA	chr5	159900754	159901154	0.94339699255583
mirna.prom::chr5:167996023-167996343_1::NA::NA	chr5	167996023	167996343	1
mirna.prom::chr5:167996023-167998282_2::NA::NA	chr5	167996023	167998282	0.872318238508327
mirna.prom::chr5:168199969-168223724_3::NA::NA	chr5	168199969	168223724	0.42037260643005
mirna.prom::chr5:168694693-168695093_1::NA::NA	chr5	168694693	168695093	0.48245873298942
mirna.prom::chr5:169407118-169407274_1::NA::NA	chr5	169407118	169407274	0.472442007988409
mirna.prom::chr5:170814319-170848229_3::NA::NA	chr5	170814319	170848229	0.992443654649389
mirna.prom::chr5:172068468-172068474_1::NA::NA	chr5	172068468	172068474	1
mirna.prom::chr5:172753503-172756860_2::NA::NA	chr5	172753503	172756860	0.664155567678586
mirna.prom::chr5:1729055-1746907_2::NA::NA	chr5	1729055	1746907	0.125130644936182
mirna.prom::chr5:174147645-174178692_3::NA::NA	chr5	174147645	174178692	0.938721883269579
mirna.prom::chr5:179227088-179227177_1::NA::NA	chr5	179227088	179227177	0.23549106331917
mirna.prom::chr5:179448265-179472125_2::NA::NA	chr5	179448265	179472125	0.0583502674033837
mirna.prom::chr5:180479839-180480048_1::NA::NA	chr5	180479839	180480048	0.753160188214305
mirna.prom::chr5:32403736-32404004_1::NA::NA	chr5	32403736	32404004	0.0226046685755475
mirna.prom::chr5:38597080-38601912_2::NA::NA	chr5	38597080	38601912	0.00175804494390615
mirna.prom::chr5:53248135-53248535_1::NA::NA	chr5	53248135	53248535	0.550798746390542
mirna.prom::chr5:53380147-53394870_3::NA::NA	chr5	53380147	53394870	0.929304402406038
mirna.prom::chr5:54828066-54828466_1::NA::NA	chr5	54828066	54828466	0.0626274952819776
mirna.prom::chr5:571876-573969_2::NA::NA	chr5	571876	573969	0.834026378716055
mirna.prom::chr5:71416438-71416838_1::NA::NA	chr5	71416438	71416838	0.560451602616609
mirna.prom::chr5:72143771-72143810_1::NA::NA	chr5	72143771	72143810	0.00130539876587723
mirna.prom::chr5:8457885-8458037_1::NA::NA	chr5	8457885	8458037	0.572434191869201
mirna.prom::chr5:87969157-87970571_2::NA::NA	chr5	87969157	87970571	0.997947342133506
mirna.prom::chr5:89317231-89317631_1::NA::NA	chr5	89317231	89317631	0.962206362021869
mirna.prom::chr5:92956998-92957398_1::NA::NA	chr5	92956998	92957398	0.833395892155135
mirna.prom::chr6:10435107-10435408_1::NA::NA	chr6	10435107	10435408	0.752700698478437
mirna.prom::chr6:120335120-120335520_1::NA::NA	chr6	120335120	120335520	0.265285452445229
mirna.prom::chr6:126803159-126803559_1::NA::NA	chr6	126803159	126803559	0.77947251370894
mirna.prom::chr6:135300426-135300807_2::NA::NA	chr6	135300426	135300807	1
mirna.prom::chr6:135516586-135516613_1::NA::NA	chr6	135516586	135516613	1
mirna.prom::chr6:138787858-138788258_1::NA::NA	chr6	138787858	138788258	0.44990213608256
mirna.prom::chr6:1395832-1396065_1::NA::NA	chr6	1395832	1396065	0.562470851134127
mirna.prom::chr6:157100766-157101056_2::NA::NA	chr6	157100766	157101056	0.950101127482641
mirna.prom::chr6:157924719-157925119_1::NA::NA	chr6	157924719	157925119	0.907925187055075
mirna.prom::chr6:159028577-159029344_2::NA::NA	chr6	159028577	159029344	0.724322601293067
mirna.prom::chr6:159223196-159223596_1::NA::NA	chr6	159223196	159223596	0.507501884673674
mirna.prom::chr6:166944821-166948256_2::NA::NA	chr6	166944821	166948256	0.580295133428595
mirna.prom::chr6:167412322-167412399_1::NA::NA	chr6	167412322	167412399	1
mirna.prom::chr6:170593137-170616072_4::NA::NA	chr6	170593137	170616072	0.994595441135883
mirna.prom::chr6:18522786-18536947_2::NA::NA	chr6	18522786	18536947	0.601148631469843
mirna.prom::chr6:27106818-27106875_1::NA::NA	chr6	27106818	27106875	1
mirna.prom::chr6:2876432-2903314_6::NA::NA	chr6	2876432	2903314	0.632685669576332
mirna.prom::chr6:30551673-30551948_1::NA::NA	chr6	30551673	30551948	0.724152285213078
mirna.prom::chr6:31591692-31591961_1::NA::NA	chr6	31591692	31591961	0.355175507055777
mirna.prom::chr6:31668665-31669044_2::NA::NA	chr6	31668665	31669044	0.405927809283659
mirna.prom::chr6:32144099-32144125_1::NA::NA	chr6	32144099	32144125	1
mirna.prom::chr6:32728998-32729398_1::NA::NA	chr6	32728998	32729398	0.214185035952338
mirna.prom::chr6:33167942-33168012_1::NA::NA	chr6	33167942	33168012	0.0712933773023003
mirna.prom::chr6:33256864-33256872_1::NA::NA	chr6	33256864	33256872	1
mirna.prom::chr6:33387644-33408485_5::NA::NA	chr6	33387644	33408485	0.98957459455353
mirna.prom::chr6:33638359-33641945_3::NA::NA	chr6	33638359	33641945	0.0498456856770937
mirna.prom::chr6:33860776-33861176_2::NA::NA	chr6	33860776	33861176	0.543004387767755
mirna.prom::chr6:33969733-33985485_3::NA::NA	chr6	33969733	33985485	0.0596176259934116
mirna.prom::chr6:34205100-34205181_1::NA::NA	chr6	34205100	34205181	1
mirna.prom::chr6:35437646-35437935_1::NA::NA	chr6	35437646	35437935	0.442145171339582
mirna.prom::chr6:35639405-35639805_1::NA::NA	chr6	35639405	35639805	0.43631807543567
mirna.prom::chr6:36627847-36628247_1::NA::NA	chr6	36627847	36628247	0.039733090716738
mirna.prom::chr6:37556090-37556490_1::NA::NA	chr6	37556090	37556490	0.972558946560029
mirna.prom::chr6:41523569-41554726_3::NA::NA	chr6	41523569	41554726	0.952867025367991
mirna.prom::chr6:43392911-43395510_2::NA::NA	chr6	43392911	43395510	0.561050177924404
mirna.prom::chr6:44225045-44225065_1::NA::NA	chr6	44225045	44225065	0.0393342189448365
mirna.prom::chr6:44402423-44402823_1::NA::NA	chr6	44402423	44402823	0.838122154942359
mirna.prom::chr6:45168937-45169337_1::NA::NA	chr6	45168937	45169337	1
mirna.prom::chr6:52000881-52001281_1::NA::NA	chr6	52000881	52001281	0.433480861391667
mirna.prom::chr6:57227555-57227955_1::NA::NA	chr6	57227555	57227955	0.93690919682908
mirna.prom::chr6:72130472-72130721_1::NA::NA	chr6	72130472	72130721	0.0885470607750483
mirna.prom::chr6:90995875-90996275_1::NA::NA	chr6	90995875	90996275	0.315329666972768
mirna.prom::chr6:99536605-99561255_3::NA::NA	chr6	99536605	99561255	0.326788802538744
mirna.prom::chr7:101930010-101930410_1::NA::NA	chr7	101930010	101930410	0.791763745533993
mirna.prom::chr7:102074222-102085147_4::NA::NA	chr7	102074222	102085147	0.17239553864026
mirna.prom::chr7:1068175-1068205_1::NA::NA	chr7	1068175	1068205	1
mirna.prom::chr7:114249148-114289210_2::NA::NA	chr7	114249148	114289210	0.463703509303069
mirna.prom::chr7:116660066-116660071_1::NA::NA	chr7	116660066	116660071	1
mirna.prom::chr7:126731747-126732147_1::NA::NA	chr7	126731747	126732147	0.336194348411916
mirna.prom::chr7:127672402-127680349_3::NA::NA	chr7	127672402	127680349	0.781997169628401
mirna.prom::chr7:127807686-127841568_2::NA::NA	chr7	127807686	127841568	0.703573873295098
mirna.prom::chr7:129417447-129418768_2::NA::NA	chr7	129417447	129418768	0.642151519601127
mirna.prom::chr7:130598153-130598553_1::NA::NA	chr7	130598153	130598553	0.411803763285828
mirna.prom::chr7:132723250-132723650_1::NA::NA	chr7	132723250	132723650	0.954962446849325
mirna.prom::chr7:134896024-134896086_1::NA::NA	chr7	134896024	134896086	1
mirna.prom::chr7:151137330-151146070_2::NA::NA	chr7	151137330	151146070	0.720029383733547
mirna.prom::chr7:157369006-157406213_3::NA::NA	chr7	157369006	157406213	0.325891366068839
mirna.prom::chr7:158362873-158363273_1::NA::NA	chr7	158362873	158363273	0.380334388324794
mirna.prom::chr7:158380680-158380945_1::NA::NA	chr7	158380680	158380945	0.881661901852806
mirna.prom::chr7:21467882-21467892_1::NA::NA	chr7	21467882	21467892	1
mirna.prom::chr7:2295434-2307138_5::NA::NA	chr7	2295434	2307138	0.820265624462335
mirna.prom::chr7:25989754-25990154_1::NA::NA	chr7	25989754	25990154	0.682323719814325
mirna.prom::chr7:29724085-29724257_1::NA::NA	chr7	29724085	29724257	1
mirna.prom::chr7:32767546-32767946_1::NA::NA	chr7	32767546	32767946	0.968228315718402
mirna.prom::chr7:32801399-32801695_1::NA::NA	chr7	32801399	32801695	0.798929931243793
mirna.prom::chr7:4830524-4830698_1::NA::NA	chr7	4830524	4830698	1
mirna.prom::chr7:57472310-57472710_1::NA::NA	chr7	57472310	57472710	0.00641812938087142
mirna.prom::chr7:5763115-5767044_3::NA::NA	chr7	5763115	5767044	0.0211180648527574
mirna.prom::chr7:7111460-7111860_1::NA::NA	chr7	7111460	7111860	0.777422393593056
mirna.prom::chr7:73080729-73116866_3::NA::NA	chr7	73080729	73116866	0.449579195918554
mirna.prom::chr7:91837381-91837781_1::NA::NA	chr7	91837381	91837781	0.0993026743909207
mirna.prom::chr7:95850461-95850861_1::NA::NA	chr7	95850461	95850861	0.986119761196311
mirna.prom::chr7:97557510-97557910_1::NA::NA	chr7	97557510	97557910	0.890341347382614
mirna.prom::chr7:97601411-97601811_2::NA::NA	chr7	97601411	97601811	0.899787184315006
mirna.prom::chr7:98476312-98476360_1::NA::NA	chr7	98476312	98476360	1
mirna.prom::chr7:99698808-99698816_1::NA::NA	chr7	99698808	99698816	1
mirna.prom::chr8:101715607-101715839_1::NA::NA	chr8	101715607	101715839	0.155282966652341
mirna.prom::chr8:10488964-10489364_1::NA::NA	chr8	10488964	10489364	0.705383960381856
mirna.prom::chr8:105508989-105509193_1::NA::NA	chr8	105508989	105509193	0.0700889223583776
mirna.prom::chr8:10709294-10731753_2::NA::NA	chr8	10709294	10731753	0.106727671440282
mirna.prom::chr8:10917048-10917448_1::NA::NA	chr8	10917048	10917448	0.995428260653937
mirna.prom::chr8:124253214-124268594_2::NA::NA	chr8	124253214	124268594	0.37120961540631
mirna.prom::chr8:12551837-12552237_1::NA::NA	chr8	12551837	12552237	0.348111367895998
mirna.prom::chr8:125570369-125570769_1::NA::NA	chr8	125570369	125570769	0.475996665578577
mirna.prom::chr8:125827262-125827478_1::NA::NA	chr8	125827262	125827478	0.420658986911849
mirna.prom::chr8:12613199-12613208_1::NA::NA	chr8	12613199	12613208	1
mirna.prom::chr8:128806665-128807001_2::NA::NA	chr8	128806665	128807001	0.67026580407052
mirna.prom::chr8:134087023-134087423_2::NA::NA	chr8	134087023	134087423	1
mirna.prom::chr8:135844340-135844740_1::NA::NA	chr8	135844340	135844740	0.094457894328389
mirna.prom::chr8:141766706-141767106_1::NA::NA	chr8	141766706	141767106	0.327421094375346
mirna.prom::chr8:142913072-142913472_1::NA::NA	chr8	142913072	142913472	0.105868733785267
mirna.prom::chr8:143250038-143250438_1::NA::NA	chr8	143250038	143250438	0.14714595611159
mirna.prom::chr8:144816171-144822557_3::NA::NA	chr8	144816171	144822557	0.628590855165379
mirna.prom::chr8:144895577-144898087_4::NA::NA	chr8	144895577	144898087	0.20645243967166
mirna.prom::chr8:145025244-145027887_2::NA::NA	chr8	145025244	145027887	1
mirna.prom::chr8:145115784-145115799_1::NA::NA	chr8	145115784	145115799	1
mirna.prom::chr8:145494878-145495278_1::NA::NA	chr8	145494878	145495278	0.894563135167444
mirna.prom::chr8:145545484-145545884_1::NA::NA	chr8	145545484	145545884	0.70167956488446
mirna.prom::chr8:145619790-145619852_1::NA::NA	chr8	145619790	145619852	0.458277958108839
mirna.prom::chr8:145626231-145626550_2::NA::NA	chr8	145626231	145626550	0.217002608247142
mirna.prom::chr8:145659323-145664004_4::NA::NA	chr8	145659323	145664004	0.537950943441641
mirna.prom::chr8:1745730-1746130_1::NA::NA	chr8	1745730	1746130	0.223677236119574
mirna.prom::chr8:17548893-17549211_1::NA::NA	chr8	17548893	17549211	0.482957936669663
mirna.prom::chr8:2019694-2024668_2::NA::NA	chr8	2019694	2024668	0.171139709213546
mirna.prom::chr8:22103133-22105838_3::NA::NA	chr8	22103133	22105838	0.371685893851611
mirna.prom::chr8:25174886-25175127_1::NA::NA	chr8	25174886	25175127	0.62864611637849
mirna.prom::chr8:27288995-27289128_1::NA::NA	chr8	27288995	27289128	0.701687588806899
mirna.prom::chr8:41167216-41167223_1::NA::NA	chr8	41167216	41167223	1
mirna.prom::chr8:6481447-6519046_4::NA::NA	chr8	6481447	6519046	0.934141500979013
mirna.prom::chr8:65285669-65289637_2::NA::NA	chr8	65285669	65289637	0.286276853743389
mirna.prom::chr8:6575927-6578155_2::NA::NA	chr8	6575927	6578155	0.718740857618869
mirna.prom::chr8:75611682-75619153_3::NA::NA	chr8	75611682	75619153	0.631868546353846
mirna.prom::chr8:77881179-77881579_1::NA::NA	chr8	77881179	77881579	0.39532714745072
mirna.prom::chr8:81109863-81111526_2::NA::NA	chr8	81109863	81111526	0.207023402930552
mirna.prom::chr8:8861332-8861563_1::NA::NA	chr8	8861332	8861563	0.114221176662304
mirna.prom::chr8:94006010-94006410_1::NA::NA	chr8	94006010	94006410	0.711015171402412
mirna.prom::chr8:9588355-9588755_2::NA::NA	chr8	9588355	9588755	0.967858405283689
mirna.prom::chr8:96037495-96037504_1::NA::NA	chr8	96037495	96037504	0.0632572916723457
mirna.prom::chr8:96127695-96128095_2::NA::NA	chr8	96127695	96128095	0.364421654249062
mirna.prom::chr8:9761720-9763475_2::NA::NA	chr8	9761720	9763475	0.933397071031475
mirna.prom::chr9:100174635-100175035_1::NA::NA	chr9	100174635	100175035	0.895688119623914
mirna.prom::chr9:101018115-101018131_1::NA::NA	chr9	101018115	101018131	0.0459790857025438
mirna.prom::chr9:109344982-109349725_2::NA::NA	chr9	109344982	109349725	0.95834891442275
mirna.prom::chr9:111852518-111852918_1::NA::NA	chr9	111852518	111852918	0.924037736816055
mirna.prom::chr9:112296612-112296944_1::NA::NA	chr9	112296612	112296944	0.482552043799743
mirna.prom::chr9:114048512-114048912_1::NA::NA	chr9	114048512	114048912	0.01231441382958
mirna.prom::chr9:126169317-126169717_1::NA::NA	chr9	126169317	126169717	0.978259391082755
mirna.prom::chr9:126258739-126274676_4::NA::NA	chr9	126258739	126274676	0.908598790712558
mirna.prom::chr9:127420524-127447137_2::NA::NA	chr9	127420524	127447137	0.29868764960981
mirna.prom::chr9:130547326-130547726_1::NA::NA	chr9	130547326	130547726	0.723768886351222
mirna.prom::chr9:130639762-130639822_1::NA::NA	chr9	130639762	130639822	1
mirna.prom::chr9:131012814-131012983_1::NA::NA	chr9	131012814	131012983	0.109543472694008
mirna.prom::chr9:131155789-131155799_1::NA::NA	chr9	131155789	131155799	1
mirna.prom::chr9:132630013-132630263_1::NA::NA	chr9	132630013	132630263	0.165438490658506
mirna.prom::chr9:135820718-135820731_1::NA::NA	chr9	135820718	135820731	1
mirna.prom::chr9:135894617-135894815_1::NA::NA	chr9	135894617	135894815	0.169180782354766
mirna.prom::chr9:137764272-137764672_1::NA::NA	chr9	137764272	137764672	0.12297472955916
mirna.prom::chr9:139417841-139418162_1::NA::NA	chr9	139417841	139418162	0.274270503395702
mirna.prom::chr9:139449592-139449992_1::NA::NA	chr9	139449592	139449992	0.451851571630769
mirna.prom::chr9:139560443-139560455_1::NA::NA	chr9	139560443	139560455	1
mirna.prom::chr9:139642078-139642478_1::NA::NA	chr9	139642078	139642478	0.832656293911959
mirna.prom::chr9:139716696-139717096_1::NA::NA	chr9	139716696	139717096	0.924003933591551
mirna.prom::chr9:140726514-140730963_2::NA::NA	chr9	140726514	140730963	0.16946367083172
mirna.prom::chr9:20504955-20506841_2::NA::NA	chr9	20504955	20506841	0.564035676279696
mirna.prom::chr9:20684298-20716044_2::NA::NA	chr9	20684298	20716044	0.970920731101967
mirna.prom::chr9:21559668-21559956_1::NA::NA	chr9	21559668	21559956	0.913350528209108
mirna.prom::chr9:28879882-28880282_1::NA::NA	chr9	28879882	28880282	0.0182717501646133
mirna.prom::chr9:33473688-33473700_1::NA::NA	chr9	33473688	33473700	1
mirna.prom::chr9:35605160-35605166_1::NA::NA	chr9	35605160	35605166	1
mirna.prom::chr9:35718436-35719491_2::NA::NA	chr9	35718436	35719491	0.557561612753625
mirna.prom::chr9:36881605-36881994_1::NA::NA	chr9	36881605	36881994	0.765606371031624
mirna.prom::chr9:4839976-4840011_1::NA::NA	chr9	4839976	4840011	0.114814640291784
mirna.prom::chr9:68411019-68413481_2::NA::NA	chr9	68411019	68413481	0.000106183999383046
mirna.prom::chr9:68417018-68417418_1::NA::NA	chr9	68417018	68417418	0.217958901345363
