id	p	q	method	tumor
gc19_pc.cds::gencode::ANPEP::ENSG00000166825.9	1.901497e-05	0.06092713304166667	MutSig	Kidney-RCC
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	5.551115e-16	1.06720185875e-11	MutSig	Kidney
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	3.774758e-15	3.6284861275e-11	MutSig	Kidney
gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	3.231859e-13	2.0710829758333336e-09	MutSig	Kidney
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	7.679524000000001e-12	3.6909712225e-08	MutSig	Kidney
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	6.1092730000000005e-09	2.3490154685e-05	MutSig	Kidney
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	9.6125e-13	MutSig	Liver-HCC
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	1e-16	9.6125e-13	MutSig	Liver-HCC
gc19_pc.cds::gencode::ALB::ENSG00000163631.12	3.330669e-16	2.1344037175000002e-12	MutSig	Liver-HCC
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	6.661338e-16	3.20160557625e-12	MutSig	Liver-HCC
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	5.428991e-14	2.0874470395e-10	MutSig	Liver-HCC
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	1.371825e-11	4.3955559374999996e-08	MutSig	Liver-HCC
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	3.27175e-11	8.985627678571429e-08	MutSig	Liver-HCC
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	1.31684e-10	3.164531125e-07	MutSig	Liver-HCC
gc19_pc.cds::gencode::BRD7::ENSG00000166164.11	2.792327e-10	5.964720730555556e-07	MutSig	Liver-HCC
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	2.2743620000000002e-09	4.372460945e-06	MutSig	Liver-HCC
gc19_pc.cds::gencode::RPS6KA3::ENSG00000177189.8	2.8102670000000003e-09	4.911580279545455e-06	MutSig	Liver-HCC
gc19_pc.cds::gencode::CDKN1A::ENSG00000124762.9	4.537845e-08	7.27000584375e-05	MutSig	Liver-HCC
gc19_pc.cds::gencode::KRTAP5-11::ENSG00000204571.4	3.5536229999999995e-07	0.000525526170576923	MutSig	Liver-HCC
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	7.561419999999999e-07	0.0010383449964285712	MutSig	Liver-HCC
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	3.937667e-06	0.005046776538333333	MutSig	Liver-HCC
gc19_pc.cds::gencode::HNF4A::ENSG00000101076.12	6.5149009999999995e-06	0.0078280607328125	MutSig	Liver-HCC
gc19_pc.cds::gencode::C13orf45::ENSG00000178734.4	2.1107910000000002e-05	0.023870562926470593	MutSig	Liver-HCC
gc19_pc.cds::gencode::LAIR2::ENSG00000167618.5	2.455844e-05	0.02591064552631579	MutSig	Liver-HCC
gc19_pc.cds::gencode::AP5M1::ENSG00000053770.7	2.5607399999999998e-05	0.02591064552631579	MutSig	Liver-HCC
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5	2.7648670000000003e-05	0.026577284037500003	MutSig	Liver-HCC
gc19_pc.cds::gencode::TSC1::ENSG00000165699.9	3.094633e-05	0.028330628297619048	MutSig	Liver-HCC
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	4.1320749999999996e-05	0.036108700852272725	MutSig	Liver-HCC
gc19_pc.cds::gencode::NEB::ENSG00000183091.15	5.4828549999999995e-05	0.04425728773958333	MutSig	Liver-HCC
gc19_pc.cds::gencode::CHPT1::ENSG00000111666.6	5.524967e-05	0.04425728773958333	MutSig	Liver-HCC
gc19_pc.cds::gencode::G6PC::ENSG00000131482.5	7.30051e-05	0.0561409219	MutSig	Liver-HCC
gc19_pc.cds::gencode::PIGR::ENSG00000162896.5	0.0001014675	0.07502741105769231	MutSig	Liver-HCC
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	1.9225e-12	MutSig	Lung-AdenoCA
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	1.19349e-13	1.1472422625e-09	MutSig	Lung-AdenoCA
gc19_pc.cds::gencode::STK11::ENSG00000118046.10	2.0912720000000002e-11	1.3401568066666668e-07	MutSig	Lung-AdenoCA
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	2.607308e-08	0.00012531374075	MutSig	Lung-AdenoCA
gc19_pc.cds::gencode::MET::ENSG00000105976.10	1.7607620000000002e-05	0.06770129890000001	MutSig	Lung-AdenoCA
gc19_pc.cds::gencode::SUN1::ENSG00000164828.13	2.9433740000000002e-05	0.09431060858333334	MutSig	Lung-AdenoCA
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	9.6125e-13	MutSig	Lung-SCC
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	1e-16	9.6125e-13	MutSig	Lung-SCC
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	4.041212e-14	2.5897433566666664e-10	MutSig	Lung-SCC
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	3.649934e-08	0.00017542495287499997	MutSig	Lung-SCC
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	7.719634000000001e-07	0.0029681992730000006	MutSig	Lung-SCC
gc19_pc.cds::gencode::FAM193B::ENSG00000146067.11	2.585788e-05	0.08285295716666667	MutSig	Lung-SCC
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	9.6125e-13	MutSig	Lung
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	1e-16	9.6125e-13	MutSig	Lung
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	1.532108e-14	9.818258766666666e-11	MutSig	Lung
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	2.564615e-14	1.232618084375e-10	MutSig	Lung
gc19_pc.cds::gencode::STK11::ENSG00000118046.10	1.016283e-08	3.907608135e-05	MutSig	Lung
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	1.879201e-08	6.021273204166667e-05	MutSig	Lung
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9	9.532307000000002e-08	0.00026179800296428576	MutSig	Lung
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.439322e-06	0.0034588706812499997	MutSig	Lung
gc19_pc.cds::gencode::ZFHX4::ENSG00000091656.11	1.0174139999999999e-05	0.021733093499999998	MutSig	Lung
gc19_pc.cds::gencode::IGLL5::ENSG00000254709.2	1e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CREBBP::ENSG00000005339.8	1e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::MYC::ENSG00000136997.10	1e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TNFRSF14::ENSG00000157873.13	1e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CCND3::ENSG00000112576.8	1e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::GNAI2::ENSG00000114353.12	1.110223e-16	3.0491481678571425e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::B2M::ENSG00000166710.13	2.220446e-16	4.743119372222222e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	2.220446e-16	4.743119372222222e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::BCL2::ENSG00000171791.10	4.440892e-16	7.761468063636363e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8	4.440892e-16	7.761468063636363e-13	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TMSB4X::ENSG00000205542.6	1.44329e-15	2.3122708541666666e-12	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	4.6629370000000005e-15	6.895766448076924e-12	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ID3::ENSG00000117318.8	1.010303e-14	1.3873625125e-11	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15	1.187939e-14	1.5225418183333332e-11	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::PIM1::ENSG00000137193.9	3.497203e-14	4.2021079796875e-11	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::MEF2B::ENSG00000213999.11	4.907186e-14	5.5494500500000004e-11	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::STAT6::ENSG00000166888.6	9.470202e-14	1.0114701858333334e-10	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::FOXO1::ENSG00000150907.6	1.717515e-13	1.7043212425e-10	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5	1.773026e-13	1.7043212425e-10	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7	6.959988000000001e-13	6.371703300000001e-10	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	1.056266e-12	9.230324477272727e-10	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::PAX5::ENSG00000196092.8	1.209255e-12	1.0107794510869564e-09	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::EEF1A1::ENSG00000156508.13	1.111988e-11	8.907487208333333e-09	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::KLHL6::ENSG00000172578.7	2.074385e-11	1.595202065e-08	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::DDX3X::ENSG00000215301.5	4.241674e-11	3.1363916403846154e-08	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5	1.076207e-10	7.662992435185186e-08	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	2.42301e-10	1.6636559732142856e-07	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::PRKCD::ENSG00000163932.9	6.536381e-10	4.3331698181034485e-07	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TMEM30A::ENSG00000112697.11	3.18021e-09	2.037984575e-06	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::RHOA::ENSG00000067560.6	1.223803e-08	7.589552475806451e-06	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11	6.282317e-08	3.77429826015625e-05	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::LTB::ENSG00000227507.2	7.999952000000001e-08	4.660578096969697e-05	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::RPL10::ENSG00000147403.12	8.78932e-08	4.969843441176471e-05	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::HIST1H1C::ENSG00000187837.2	1.0701e-07	5.877906428571429e-05	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	2.3507820000000002e-07	0.00012553828875000003	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::HIST1H1E::ENSG00000168298.4	2.4536720000000004e-07	0.00012749147081081083	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::HLA-B::ENSG00000234745.5	3.308042e-07	0.0001673608090789474	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TNFAIP3::ENSG00000118503.10	4.13634e-07	0.00020390034999999998	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::SOCS1::ENSG00000185338.4	4.59766e-07	0.00022097503375	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::BTG2::ENSG00000159388.5	6.394374e-07	0.0002998337564634146	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::BTK::ENSG00000010671.11	7.387723000000001e-07	0.00033816422541666673	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::NFKBIE::ENSG00000146232.10	7.998507e-07	0.000357607667616279	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TOX::ENSG00000198846.5	1.05355e-06	0.00046032951704545456	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::NFKBIA::ENSG00000100906.6	1.479396e-06	0.0006320308466666668	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::SGK1::ENSG00000118515.7	2.005513e-06	0.000838173639673913	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::XPO1::ENSG00000082898.12	4.370839000000001e-06	0.0017878591441489366	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::SRSF7::ENSG00000115875.14	5.016839e-06	0.0020093485369791666	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::POU2F2::ENSG00000028277.16	7.938331e-06	0.003114579866836735	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13	1.000534e-05	0.00384705323	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::HIST1H2BC::ENSG00000180596.7	1.688205e-05	0.00636387080882353	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::RAF1::ENSG00000132155.7	1.7220160000000002e-05	0.006366491846153847	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ATP6AP1::ENSG00000071553.12	2.235984e-05	0.00811071554716981	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::PHF6::ENSG00000156531.12	2.410495e-05	0.008581808587962963	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TFAP4::ENSG00000090447.7	2.813117e-05	0.009833122604545455	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ETV6::ENSG00000139083.6	4.203354999999999e-05	0.014430267834821426	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ZFP36L1::ENSG00000185650.8	5.571107e-05	0.01879026878508772	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::PCBP1::ENSG00000169564.5	5.6773909999999996e-05	0.018818593443965515	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ARMC8::ENSG00000114098.13	6.113889e-05	0.01992195186864407	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CD79B::ENSG00000007312.8	6.566875e-05	0.021041361979166662	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::RAC2::ENSG00000128340.10	6.849239000000001e-05	0.021586331110655742	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::AGTR2::ENSG00000180772.6	7.945861999999999e-05	0.0246385801532258	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::BTG1::ENSG00000133639.3	9.059609e-05	0.02764618778174603	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::P2RY8::ENSGR0000182162.5	0.0001005535	0.0302053287109375	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::UBE2A::ENSG00000077721.11	0.00010630370000000001	0.03144136357692308	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CD58::ENSG00000116815.11	0.00015706649999999998	0.04575156761363636	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::SIN3A::ENSG00000169375.11	0.0001702059	0.04883893175373134	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CD70::ENSG00000125726.6	0.0002064379	0.05813782097826087	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::IRF8::ENSG00000140968.6	0.0002086611	0.05813782097826087	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::CYLD::ENSG00000083799.13	0.0002188957	0.06011814046428572	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::NPW::ENSG00000183971.5	0.0002562343	0.06938175235915492	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::TCL1A::ENSG00000100721.6	0.0002947048	0.07869027472222223	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::ATP6V1B2::ENSG00000147416.6	0.0003053138	0.08040627130136986	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::HNRNPM::ENSG00000099783.7	0.0003190935	0.08289962888513513	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::STAT3::ENSG00000168610.10	0.0003497975	0.08966475916666666	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::IRF1::ENSG00000125347.9	0.00036289019999999995	0.0917968959868421	MutSig	Lymph-BNHL
gc19_pc.cds::gencode::NXF1::ENSG00000162231.9	7.858647e-11	1.51082488575e-06	MutSig	Lymph-CLL
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	3.312275e-10	3.18392434375e-06	MutSig	Lymph-CLL
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	2.293674e-09	1.469862755e-05	MutSig	Lymph-CLL
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8	3.142607e-09	1.510415489375e-05	MutSig	Lymph-CLL
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	2.115167e-08	8.132817115e-05	MutSig	Lymph-CLL
gc19_pc.cds::gencode::NFKBIE::ENSG00000146232.10	4.3553430000000004e-08	0.000139552448625	MutSig	Lymph-CLL
gc19_pc.cds::gencode::IGLL5::ENSG00000254709.2	1.42073e-06	0.0039019334642857143	MutSig	Lymph-CLL
gc19_pc.cds::gencode::GPS2::ENSG00000132522.11	1.030318e-05	0.0247598294375	MutSig	Lymph-CLL
gc19_pc.cds::gencode::ATM::ENSG00000149311.13	1.3145020000000002e-05	0.028079223277777784	MutSig	Lymph-CLL
gc19_pc.cds::gencode::IRF4::ENSG00000137265.10	2.4246550000000003e-05	0.046613992375	MutSig	Lymph-CLL
gc19_pc.cds::gencode::IGLL5::ENSG00000254709.2	1e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::CREBBP::ENSG00000005339.8	1e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TNFRSF14::ENSG00000157873.13	1e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::CCND3::ENSG00000112576.8	1e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8	1e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::B2M::ENSG00000166710.13	1.110223e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::GNAI2::ENSG00000114353.12	1.110223e-16	2.668004646875e-13	MutSig	Lymphatic-system
gc19_pc.cds::gencode::KLHL6::ENSG00000172578.7	1.3322679999999998e-15	2.774725025e-12	MutSig	Lymphatic-system
gc19_pc.cds::gencode::MYC::ENSG00000136997.10	1.44329e-15	2.774725025e-12	MutSig	Lymphatic-system
gc19_pc.cds::gencode::BCL2::ENSG00000171791.10	4.107825e-15	7.114679058333333e-12	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ID3::ENSG00000117318.8	4.440892e-15	7.114679058333333e-12	MutSig	Lymphatic-system
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	5.551115e-15	8.209245067307693e-12	MutSig	Lymphatic-system
gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	1.476597e-14	2.027684094642857e-11	MutSig	Lymphatic-system
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5	3.9412920000000004e-14	5.0514225800000005e-11	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TMSB4X::ENSG00000205542.6	1.739719e-13	2.0903811109375e-10	MutSig	Lymphatic-system
gc19_pc.cds::gencode::DDX3X::ENSG00000215301.5	2.2337689999999998e-13	2.526129942647059e-10	MutSig	Lymphatic-system
gc19_pc.cds::gencode::NFKBIE::ENSG00000146232.10	6.876720999999999e-13	7.344720068055556e-10	MutSig	Lymphatic-system
gc19_pc.cds::gencode::STAT6::ENSG00000166888.6	1.1586290000000001e-12	1.1723496065789476e-09	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	1.5987209999999998e-12	1.5367705612499998e-09	MutSig	Lymphatic-system
gc19_pc.cds::gencode::PIM1::ENSG00000137193.9	2.150946e-12	1.96913985e-09	MutSig	Lymphatic-system
gc19_pc.cds::gencode::MEF2B::ENSG00000213999.11	2.445932e-12	2.1374110318181817e-09	MutSig	Lymphatic-system
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15	1.351064e-11	1.1293132782608695e-08	MutSig	Lymphatic-system
gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7	2.2730479999999998e-11	1.8208061583333333e-08	MutSig	Lymphatic-system
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5	4.384559e-11	3.371725871e-08	MutSig	Lymphatic-system
gc19_pc.cds::gencode::FOXO1::ENSG00000150907.6	4.695511e-11	3.471969191346154e-08	MutSig	Lymphatic-system
gc19_pc.cds::gencode::EEF1A1::ENSG00000156508.13	2.176692e-10	1.5498853222222223e-07	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TMEM30A::ENSG00000112697.11	6.338549e-10	4.35209301875e-07	MutSig	Lymphatic-system
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	1.6685079999999998e-09	1.1061057344827585e-06	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11	2.4900329999999996e-09	1.5956961474999997e-06	MutSig	Lymphatic-system
gc19_pc.cds::gencode::PRKCD::ENSG00000163932.9	7.315704000000001e-09	4.536916432258065e-06	MutSig	Lymphatic-system
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	1.046252e-08	6.28568584375e-06	MutSig	Lymphatic-system
gc19_pc.cds::gencode::PAX5::ENSG00000196092.8	1.1772280000000001e-08	6.858244939393939e-06	MutSig	Lymphatic-system
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	2.5764080000000004e-08	1.4568071705882356e-05	MutSig	Lymphatic-system
gc19_pc.cds::gencode::RHOA::ENSG00000067560.6	1.0041030000000001e-07	5.515394335714287e-05	MutSig	Lymphatic-system
gc19_pc.cds::gencode::RPL10::ENSG00000147403.12	1.176806e-07	6.284470930555556e-05	MutSig	Lymphatic-system
gc19_pc.cds::gencode::HIST1H1E::ENSG00000168298.4	2.0945889999999998e-07	0.00010883371222972972	MutSig	Lymphatic-system
gc19_pc.cds::gencode::NXF1::ENSG00000162231.9	2.2542370000000002e-07	0.00011404659559210527	MutSig	Lymphatic-system
gc19_pc.cds::gencode::SRSF7::ENSG00000115875.14	2.73204e-07	0.00013467556153846152	MutSig	Lymphatic-system
gc19_pc.cds::gencode::HIST1H1C::ENSG00000187837.2	3.739768e-07	0.0001797425995	MutSig	Lymphatic-system
gc19_pc.cds::gencode::LTB::ENSG00000227507.2	6.122175e-07	0.0002870702789634146	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TNFAIP3::ENSG00000118503.10	6.783296999999999e-07	0.00031049734482142854	MutSig	Lymphatic-system
gc19_pc.cds::gencode::XPO1::ENSG00000082898.12	9.62923e-07	0.00043051615523255807	MutSig	Lymphatic-system
gc19_pc.cds::gencode::GPS2::ENSG00000132522.11	2.000669e-06	0.00087415594375	MutSig	Lymphatic-system
gc19_pc.cds::gencode::HLA-B::ENSG00000234745.5	2.36898e-06	0.0010120809000000001	MutSig	Lymphatic-system
gc19_pc.cds::gencode::BTK::ENSG00000010671.11	3.6705439999999998e-06	0.0015340480086956521	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TOX::ENSG00000198846.5	4.118414e-06	0.0016846065776595746	MutSig	Lymphatic-system
gc19_pc.cds::gencode::NFKBIA::ENSG00000100906.6	5.907631e-06	0.0023661292911458334	MutSig	Lymphatic-system
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	6.8454589999999994e-06	0.002685794883163265	MutSig	Lymphatic-system
gc19_pc.cds::gencode::POU2F2::ENSG00000028277.16	7.376693e-06	0.0028363384585	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ATM::ENSG00000149311.13	7.968275999999999e-06	0.003003727570588235	MutSig	Lymphatic-system
gc19_pc.cds::gencode::BTG2::ENSG00000159388.5	9.519135e-06	0.003519334045673077	MutSig	Lymphatic-system
gc19_pc.cds::gencode::SOCS1::ENSG00000185338.4	1.356276e-05	0.004919699264150944	MutSig	Lymphatic-system
gc19_pc.cds::gencode::FAS::ENSG00000026103.15	1.55257e-05	0.005434449595454546	MutSig	Lymphatic-system
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13	1.5547190000000002e-05	0.005434449595454546	MutSig	Lymphatic-system
gc19_pc.cds::gencode::HIST1H2BC::ENSG00000180596.7	1.6936279999999998e-05	0.005814285410714284	MutSig	Lymphatic-system
gc19_pc.cds::gencode::IRF1::ENSG00000125347.9	1.820179e-05	0.006139112504385965	MutSig	Lymphatic-system
gc19_pc.cds::gencode::COL5A2::ENSG00000204262.7	4.798934e-05	0.015906811405172413	MutSig	Lymphatic-system
gc19_pc.cds::gencode::PHF6::ENSG00000156531.12	5.1594250000000005e-05	0.016811855190677967	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ATP6AP1::ENSG00000071553.12	5.482486e-05	0.017566798891666666	MutSig	Lymphatic-system
gc19_pc.cds::gencode::CD79B::ENSG00000007312.8	6.381443e-05	0.020112006831967212	MutSig	Lymphatic-system
gc19_pc.cds::gencode::RAF1::ENSG00000132155.7	8.582033000000001e-05	0.026611223294354842	MutSig	Lymphatic-system
gc19_pc.cds::gencode::BTG1::ENSG00000133639.3	9.313401e-05	0.028420656226190475	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TFAP4::ENSG00000090447.7	0.000113705	0.034155916015624996	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ETV6::ENSG00000139083.6	0.0001273842	0.03767632684615385	MutSig	Lymphatic-system
gc19_pc.cds::gencode::AGTR2::ENSG00000180772.6	0.0001470227	0.042825930416666665	MutSig	Lymphatic-system
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	0.0001559568	0.04475029074626866	MutSig	Lymphatic-system
gc19_pc.cds::gencode::UBE2A::ENSG00000077721.11	0.00016685330000000003	0.04717286312500001	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ARMC8::ENSG00000114098.13	0.0001855072	0.05168660753623188	MutSig	Lymphatic-system
gc19_pc.cds::gencode::STAT3::ENSG00000168610.10	0.0002334871	0.06412556425	MutSig	Lymphatic-system
gc19_pc.cds::gencode::TCL1A::ENSG00000100721.6	0.00027821139999999997	0.07533259387323943	MutSig	Lymphatic-system
gc19_pc.cds::gencode::PCBP1::ENSG00000169564.5	0.0002823166	0.0753824532638889	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ZFP36L1::ENSG00000185650.8	0.0003272401	0.08618069756849314	MutSig	Lymphatic-system
gc19_pc.cds::gencode::EBF1::ENSG00000164330.12	0.0003442332	0.08916675476666666	MutSig	Lymphatic-system
gc19_pc.cds::gencode::CCDC28A::ENSG00000024862.12	0.0003478547	0.08916675476666666	MutSig	Lymphatic-system
gc19_pc.cds::gencode::ATP6V1B2::ENSG00000147416.6	0.00035734220000000004	0.09039347098684211	MutSig	Lymphatic-system
gc19_pc.cds::gencode::CD58::ENSG00000116815.11	0.0003876079	0.09677612827922079	MutSig	Lymphatic-system
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	5.084404e-08	0.0008183361562499999	MutSig	Myeloid
gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	8.51325e-08	0.0008183361562499999	MutSig	Myeloid
gc19_pc.cds::gencode::IDH2::ENSG00000182054.5	6.260198000000001e-07	0.004011743551666667	MutSig	Myeloid
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	1.9225e-12	MutSig	Ovary-AdenoCA
gc19_pc.cds::gencode::CDK12::ENSG00000167258.9	4.393553e-08	0.00042233028212499996	MutSig	Ovary-AdenoCA
